09360486-0606557,tel17,2743,134
09385389-3348456,tel18,2898,235
09421283-0701456,tel18,194,11
09424635-6853060,tel16,12312,349
09424960-6337560,tel13,7789,349
09434633-1747066,tel14,182,18
09442373-7358382,tel14,5279,401
09445422-1220544,tel14,317,9
09455843-3253299,tel14,638,24
09460928-0425429,tel14,8,1
09462775-1228591,tel17,2580,183
09482557-5644220,tel17,12463,184
09495657-0849364,tel14,4616,383
09495657-0849364,tel15,111,19
09495726-0849480,tel14,4616,383
09495726-0849480,tel15,111,19
09504053-1348385,tel17,24,1
09510930-1635182,tel16,112,25
09520447-2456335,tel17,16,2
09522188-1924319,tel11,85,19
09524176-1536137,tel17,22389,481
09551355-1912093,tel15,44,12
09590058-3007441,tel16,3465,350
10055493-6721312,tel12,419,49
10080113-1436263,tel16,6254,185
10145184-4709244,tel11,8727,21
10145184-4709244,tel12,13540,34
10145184-4709244,tel13,20876,682
10145184-4709244,tel14,1474,4
10145184-4709244,tel15,1596,4
10145184-4709244,tel16,28458,642
10145184-4709244,tel18,13384,34
10215130-0323097,tel11,351,73
10293457-2307232,tel15,201,24
10374532-2746388,tel17,12535,507
10424135-2416050,tel11,1782,150
10442131-6112384,tel14,249,21
10442927-1838063,tel16,40,8
10455184-2309001,tel11,5546,467
10473868-7927458,tel11,2011,92
10501052-0639131,tel17,5600,254
10530222-1505033,tel14,16,1
10544197-0718326,tel14,96,8
10550522-0912414,tel15,8774,250
10551532-7356091,tel14,98,18
10553448-0921262,tel15,8765,250
10562886+0700527,tel11,10066,138
10593133-2409548,tel14,86,21
11024596-1624222,tel12,2229,160
11042520-1748082,tel14,1552,158
11043379-6232344,tel12,4903,350
11050685-2212520,tel12,2829,195
11053986-5247173,tel16,13415,350
11065691-1244024,tel13,3675,366
11075025-3421003,tel12,3900,349
11100048-7436151,tel13,342,17
11102904-3608244,tel13,1658,153
11151549-1807347,tel13,3743,168
11161866-2549214,tel18,10,4
11163668-4407495,tel16,11420,350
11163766-2757186,tel17,406,26
11165730-8027522,tel15,248,13
11172930-3202095,tel18,4,1
11180740-0626267,tel15,3097,235
11194820-1632381,tel14,4,2
11221219-1132159,tel13,60,8
11223007-1431016,tel14,3833,358
11224253-3205398,tel16,3766,348
11231964-0509045,tel12,2864,304
11252854-1901528,tel15,154,11
11271677-7816401,tel18,10,3
11310835-1457201,tel11,6913,269
11350732-0539219,tel12,168,16
11381671-7721484,tel18,3872,349
11382500-4122325,tel15,15284,325
11385065-2842306,tel15,3,1
11412152-3624346,tel16,1574,39
11442489-4302535,tel12,4368,350
11453539-4055585,tel17,9103,202
11490969-5601361,tel12,73,18
11515529-0131319,tel14,3247,339
11531249-3123560,tel18,20,3
11574552-0149023,tel12,2,1
11575352-2349007,tel13,1571,42
12065853-3500518,tel13,4797,392
12092361-3815424,tel11,5680,484
12101156-3158235,tel15,7,2
12102834-1310234,tel18,7871,350
12111697-1958213,tel18,24194,238
12115719-0720136,tel18,3786,349
12144002-4603141,tel12,4243,276
12183799-2024076,tel16,21,7
12194880-2332048,tel17,1141,107
12200512-1812596,tel12,3416,349
12203376-8225577,tel17,9257,112
12220398-0629123,tel18,2042,151
12230147-4637082,tel11,245,28
12233860-4606203,tel13,663,13
12235208-0858432,tel14,9,3
12235633-2757468,tel13,4349,349
12243981-8205532,tel15,263,31
12253211-1559418,tel11,312,43
12254811-1402458,tel18,1,1
12293453-5559371,tel16,16663,265
12301964-2824306,tel11,5112,464
12312408-0638009,tel18,3688,350
12324445-1530545,tel13,4376,384
12362288-0422393,tel15,6,1
12384731-0419168,tel15,13285,267
12384914-3822527,tel12,11832,350
12393641-2658111,tel13,80,12
12404633-4333595,tel16,10591,349
12425150-2653593,tel15,13,4
12440075-1110302,tel17,1103,128
12455254-5506502,tel11,1289,44
12471472-0525130,tel14,3260,348
12484249-4407329,tel15,2076,199
12511557-4621456,tel16,5,2
12534870-0842160,tel18,19,5
12551214-5928172,tel11,5909,507
12591825-0010339,tel11,8705,92
13004029-2010434,tel12,610,3
13004029-2010434,tel13,2372,135
13014511-1918221,tel12,8020,348
13020941-1749055,tel17,5013,437
13054408-1858371,tel11,5436,451
13054408-1858371,tel13,762,4
13072089-1019464,tel12,7,2
13105199-7107108,tel18,2703,185
13200391-3524437,tel11,10694,252
13201746-0224128,tel18,1246,145
13215411-1424098,tel16,84,11
13223198-2004336,tel14,6,1
13255454-0232147,tel14,2150,241
13300285-0842251,tel12,8059,219
13342364-2622114,tel17,10505,207
13442092-2618350,tel18,23533,391
13455074-1758047,tel13,1787,17
13464102-5830117,tel13,11909,423
13480721-1344321,tel13,1944,201
13515712-1758490,tel11,29,2
13562062-2803497,tel14,553,68
13580529-3937545,tel13,119,11
13581621-1202591,tel17,736,83
13581955-1316248,tel17,10200,441
13583885-0020124,tel15,2829,120
13584361-0004474,tel12,92,3
13591045-1950034,tel17,12663,245
14004974-4109540,tel13,1770,151
14010525-1220381,tel18,1707,145
14012306-0733475,tel14,4900,191
14053687-3208389,tel18,44,6
14063932-0543293,tel13,2751,104
14073557-0600484,tel12,9,3
14102258-2750591,tel16,3562,323
14130492-1201262,tel12,757,49
14191106-0718113,tel13,6,3
14211512-0107199,tel13,12429,349
14221943-7023371,tel15,1233,40
14232385-1455354,tel18,3753,350
14253413-1148515,tel17,25718,439
14294137-4808312,tel16,45,11
14294291-6240465,tel11,73512,728
14294291-6240465,tel13,16058,105
14301798-2403159,tel13,4784,422
14310451-0307170,tel14,3143,341
14332835-1825543,tel17,4080,350
14340491-1824106,tel17,4081,350
14341683-1231106,tel14,910,19
14341683-1231106,tel15,636,6
14414598-1427173,tel15,49,3
14415855-0947335,tel17,4560,441
14415883-1649008,tel18,259,16
14440656-3426465,tel13,223,17
14441501-2717254,tel14,16,7
14444013-2214455,tel16,3615,350
14452576-1311495,tel13,500,30
14452674-1311353,tel13,499,30
14523291-0945472,tel17,54,16
14525287-3458465,tel17,2709,159
14541044-2041280,tel14,10,4
14545004-5809064,tel17,23,7
14595744-4210084,tel15,31,8
15001090-4102568,tel14,19,6
15002635-0039281,tel14,2866,310
15020765-7118013,tel16,19853,263
15031325-2840134,tel16,4,2
15041621-2355564,tel12,3350,302
15045835-2107003,tel11,4101,413
15105678-1439396,tel17,117,23
15115065-1014178,tel18,4595,222
15130345-2037500,tel15,3041,254
15154371-0725208,tel14,7406,128
15165310-2832162,tel14,182,42
15165576-0037116,tel14,104,8
15191181-1245061,tel16,36,5
15201272-3559244,tel15,3,1
15220263-0541268,tel12,648,52
15270453-0918163,tel18,3257,268
15290145-0612461,tel16,9039,349
15363450-3754223,tel11,21450,333
15381413-0154543,tel13,80,2
15404341-5101357,tel13,4291,384
15431836-2015310,tel17,10414,463
15455454-0448226,tel11,3202,342
15483685-5045256,tel13,1922,179
15511215-3554481,tel12,1375,129
15535710-2311528,tel17,5661,473
15545034-0521468,tel15,6619,251
15571239-6128557,tel17,5501,77
15575840-3405484,tel14,2,1
16041999-0616453,tel18,3639,348
16050935-4947553,tel14,97,9
16060728-0220521,tel15,1685,166
16062950-2407249,tel14,5,2
16074132-1103073,tel14,2783,111
16081497-1026133,tel11,779,84
16084394-4442283,tel13,13,5
16105843-0631325,tel14,59,14
16131715-2538139,tel17,502,67
16141149-1421303,tel11,387,33
16204186-2005139,tel11,2421,58
16232170-2146436,tel15,9,3
16260134-0639257,tel16,973,85
16324566-0330341,tel11,3292,373
16352464-2718533,tel17,3815,378
16353720-5202008,tel15,371,45
16374673-2203458,tel11,10,2
16420607-1709559,tel12,5,2
16473935-2442398,tel15,390,34
16475517-6509116,tel18,4616,348
16484875-2756013,tel16,3591,348
16505382-0450349,tel17,2367,104
16524794-1658270,tel16,3572,349
16531534+0000148,tel12,3299,348
16553529-0823401,tel12,3747,350
16563362-2046373,tel13,1978,172
16570570-0420559,tel18,2028,51
16592811-6958185,tel11,694,64
17002798-2207454,tel17,185,17
17020825-2740242,tel15,669,29
17074774-5931194,tel18,5,2
17081482-3436213,tel16,2447,162
17181268-1019288,tel11,812,102
17205247-1725395,tel18,4036,83
17213517-4500424,tel13,78,10
17271403-2509357,tel13,524,32
17281105-0143569,tel12,3515,350
17301623-5138226,tel11,16,2
17322194-4736580,tel13,8,3
17462934-0842362,tel13,2589,83
17463427-5719081,tel14,4464,56
17463427-5719081,tel15,1018,6
17464063-3214045,tel14,213,19
18015266-2706540,tel18,5,1
18024935-0300024,tel11,72,8
18031506-2724440,tel13,255,46
18051514-2042278,tel18,137,16
18064925-1700167,tel17,165,38
18073292-1557464,tel13,420,12
18085349-0206586,tel14,3808,344
18094352-4720297,tel14,3948,346
18094366-0219347,tel14,3446,338
18095018-0247421,tel15,853,85
18135285-7708209,tel13,105,17
18191700-7702501,tel17,1364,134
18310503-2939405,tel13,211,20
18410977-4347327,tel18,3236,237
18430697-5436481,tel12,10135,136
18455748-2855533,tel17,2002,180
18471674-1922202,tel17,3079,318
18473598-1703156,tel16,2041,151
18490639-0315174,tel13,204,13
18494929-2350101,tel13,12840,115
18551471-7115026,tel18,5610,418
18554792-6914153,tel18,4696,348
18561101-2057473,tel15,93,12
18563112-4630505,tel16,3822,349
18581618-5844567,tel18,6944,418
18591132-5855476,tel18,6945,418
19000355-0613405,tel13,632,65
19004709-2547123,tel16,596,77
19013237-0737241,tel14,1201,120
19042185-2406157,tel17,776,104
19103460-4133443,tel18,5046,401
19110407-4739142,tel14,339,35
19130608-2312052,tel11,322,35
19162323-2322324,tel13,2263,210
19170230-5238484,tel13,191,17
19170448-3019198,tel18,1092,107
19192022-0133543,tel14,3549,281
19194119-5955194,tel17,6196,505
19204795-4533283,tel16,12011,349
19205439-8233170,tel18,12835,350
19271300-0409491,tel15,846,72
19275268-2811150,tel15,8,3
19283360-3634303,tel17,1312,99
19310458-0306186,tel11,3229,344
19320809-1119573,tel14,150,15
19324633-0652178,tel12,3683,350
19324864-5005390,tel16,4,2
19332080-2533338,tel11,37,8
19420065-2104051,tel13,3171,117
19422119-0620238,tel18,781,84
19471471-7646553,tel16,16,5
19482268-0822520,tel16,3716,349
19513587-3510375,tel13,2267,70
19515834-0655200,tel13,4274,391
19552495-1548381,tel12,6162,265
19562645-2138307,tel12,860,78
19572380-1233499,tel18,3823,349
20035892-0807472,tel14,9301,294
20040671-3141469,tel16,1104,39
20043077-2342018,tel17,310,17
20075523-4205144,tel17,5760,461
20082378-5521256,tel18,881,102
20091824-0113377,tel11,1459,155
20095160-4731341,tel11,4090,392
20111744-2917584,tel18,82,16
20135070-0426151,tel12,3985,350
20135070-0426151,tel18,590,2
20143542-5430588,tel12,15,4
20152266-5645543,tel13,637,13
20153830-3953221,tel12,34,12
20161129-7531044,tel16,4414,350
20165054-1045595,tel11,2162,231
20220177-3653014,tel16,977,100
20273733-5452592,tel16,13148,349
20280382-7640164,tel17,5722,227
20354420-1242492,tel18,4148,349
20384619-2106458,tel13,371,66
20391000-5136094,tel15,1861,115
20392378-2926335,tel15,58,11
20392903-4119384,tel11,47,9
20394121-1136026,tel16,219,44
20414099-0333534,tel11,3433,345
20424514-0500193,tel15,3295,262
20435369-3211363,tel14,7,2
20444800-1453208,tel15,5910,194
20490993-4012062,tel14,344,15
20501615-3424424,tel16,1245,42
20523304-1658289,tel18,23135,268
20535735-5506315,tel15,2787,193
20553706-1403545,tel13,5673,391
20553771-1402078,tel13,5673,391
20561181-1301428,tel14,3245,287
20562711-2400123,tel17,407,36
21010380-4114331,tel16,121,17
21010742-4907248,tel17,8948,132
21031390-5657479,tel12,8961,252
21032165-5022522,tel13,775,45
21051377-5503562,tel11,11682,282
21111366-2248173,tel17,5440,401
21124050-1847576,tel18,1178,110
21292339-1855075,tel13,704,95
21304763-4042290,tel14,3082,125
21342228-4316102,tel13,215,13
21352050-6223535,tel13,6410,471
21362532-4401005,tel11,3988,379
21373116-1014250,tel15,1010,78
21375317-0337514,tel14,5635,267
21384062-5139253,tel18,68,14
21390081-2409280,tel17,10722,425
21400853-5739249,tel12,4246,335
21403455-1523265,tel11,1132,142
21422531-2624036,tel12,3983,327
21444127-7421575,tel18,5076,390
21450729-0849340,tel17,80,19
21464040-0010233,tel13,832,13
21471744-0444406,tel12,3991,279
21485301-1947269,tel18,608,57
21512700-0127144,tel15,26,2
21552420-0238247,tel11,674,58
21561982-1020166,tel18,34,4
21565513-0154100,tel11,3447,342
21571265-0903267,tel14,196,25
21585020-3228176,tel16,5090,432
22013470-0145564,tel12,94,12
22022935-3704512,tel12,11468,135
22022935-3704512,tel17,4305,61
22023129-0017102,tel11,1483,66
22034664-0938412,tel12,5,2
22060961-0723353,tel15,442,58
22064072-4458067,tel13,5907,455
22083906-0814334,tel17,250,36
22134277-1741081,tel16,8357,350
22135048-6342100,tel12,684,50
22141782-0434463,tel18,58,15
22171923-3444031,tel13,5431,433
22192359-2823204,tel17,5159,431
22214971-4209031,tel12,4106,350
22225445-5719084,tel13,11,5
22230696-1736250,tel16,11163,255
22250500-4752461,tel11,14619,230
22260112-1518128,tel16,22,6
22285440-1325178,tel17,4680,391
22300946-5344551,tel11,4455,389
22341112-1020135,tel15,102,10
22342311-1659452,tel16,2,1
22345363-0104581,tel14,1526,177
22355574-2402490,tel18,4436,353
22394159-1235204,tel17,4316,382
22415621-3624058,tel16,220,32
22415815-6910089,tel18,2053,172
22432302-2424512,tel13,738,83
22450754-3251520,tel12,14,5
22462632-0639259,tel17,2,1
22480446-2422075,tel17,9883,148
22490842-2851197,tel12,77,6
22515192-2447149,tel18,4317,348
22521919-6905476,tel17,20,6
22534968-2606376,tel13,82,18
22535091-7128069,tel16,5365,295
22544645-0528264,tel16,30,4
22562466-6003490,tel15,9249,299
22562617-1109392,tel17,1,1
23071524-2307533,tel18,12737,348
23120865-3124040,tel11,203,33
23152195-1346183,tel11,9,2
23155156-3733306,tel17,83,11
23155449-0627462,tel16,872,80
23172072-0236323,tel14,1577,120
23172072-0236323,tel16,177,21
23180785-0234475,tel14,1581,120
23180785-0234475,tel16,177,21
23222362-2725445,tel17,24,6
23242906-1831143,tel18,20,2
23260401-1037257,tel18,7,2
23263788-4651060,tel13,5488,453
23272645-1741329,tel14,13,4
23303802-8455189,tel16,4853,350
23314763-0625502,tel17,2277,91
23351050-0223214,tel11,3624,342
23365227-3628518,tel12,5838,248
23413925-0635502,tel17,1920,195
23433198-2906271,tel17,1716,163
23441093-6831470,tel17,43,6
23461921-1156429,tel14,1525,123
23463204-5043273,tel17,4370,350
23532520-7056410,tel11,1461,37
23552190-5800035,tel16,2505,243
23552591-0359000,tel14,7752,241
23564084-1452303,tel14,34,11
23584285-6245423,tel16,4868,350
